age,gender,height_cm,current_weight,goal_weight,goal_type,activity_level,weeks_to_goal
68,Male,172,105.7,119.7,General Fitness,Moderate,64.9
26,Female,179,95.1,102.0,Muscle Gain,Moderate,50.8
63,Male,170,117.2,121.3,Muscle Gain,Very Active,51.7
20,Male,162,71.9,47.8,Weight Loss,Active,50.0
52,Female,165,56.8,53.9,General Fitness,Very Active,13.7
33,Female,160,69.2,48.6,Weight Loss,Active,45.6
18,Female,178,89.2,72.6,Weight Loss,Moderate,41.7
30,Male,160,75.3,56.6,Weight Loss,Very Active,49.6
31,Female,159,68.8,51.4,Weight Loss,Sedentary,46.8
66,Male,155,86.6,95.3,General Fitness,Sedentary,36.8
55,Male,188,75.8,64.7,Weight Loss,Very Active,29.9
41,Female,180,80.8,83.8,Muscle Gain,Sedentary,33.1
30,Female,149,65.5,60.8,General Fitness,Moderate,16.6
18,Male,166,67.7,73.8,Muscle Gain,Sedentary,47.3
62,Male,161,61.2,36.9,Weight Loss,Active,65.9
45,Male,157,61.7,66.0,Muscle Gain,Very Active,45.4
16,Female,151,99.1,92.5,General Fitness,Moderate,21.1
23,Male,163,110.4,105.5,General Fitness,Moderate,16.6
69,Male,159,62.4,53.8,Weight Loss,Sedentary,27.4
51,Female,151,55.6,35.3,Weight Loss,Moderate,73.2
58,Female,163,63.3,70.0,Muscle Gain,Very Active,79.2
34,Male,174,94.6,87.6,General Fitness,Very Active,27.8
63,Female,174,80.0,64.2,Weight Loss,Very Active,49.3
26,Male,194,85.7,92.6,Muscle Gain,Active,66.1
59,Female,156,99.9,70.4,Weight Loss,Active,91.4
65,Female,160,93.0,76.2,Weight Loss,Active,48.4
69,Male,192,100.4,93.1,Weight Loss,Very Active,23.3
42,Female,165,81.7,90.4,Muscle Gain,Very Active,94.8
62,Female,160,53.5,45.0,Weight Loss,Active,21.8
34,Female,151,63.6,68.0,Muscle Gain,Moderate,38.8
27,Female,180,96.2,90.7,General Fitness,Very Active,19.1
41,Male,161,78.0,73.9,General Fitness,Sedentary,14.7
59,Male,184,60.7,67.9,Muscle Gain,Moderate,84.9
49,Male,194,82.5,66.5,Weight Loss,Active,47.3
39,Male,172,92.3,89.7,General Fitness,Moderate,10.2
40,Female,161,72.8,51.8,Weight Loss,Moderate,62.5
59,Male,179,101.7,83.4,Weight Loss,Very Active,49.3
43,Male,156,81.8,68.4,General Fitness,Very Active,46.0
65,Male,191,56.8,43.0,Weight Loss,Active,38.3
61,Male,192,57.2,45.6,General Fitness,Active,38.1
32,Male,168,86.0,65.0,Weight Loss,Active,56.8
58,Female,162,74.3,71.9,General Fitness,Moderate,11.0
19,Female,172,72.1,63.3,Weight Loss,Sedentary,22.3
21,Male,180,55.7,63.5,Muscle Gain,Sedentary,69.3
69,Male,174,97.7,69.8,Weight Loss,Sedentary,94.0
69,Male,181,115.2,101.3,Weight Loss,Very Active,47.0
54,Male,193,57.6,52.5,General Fitness,Sedentary,24.1
34,Male,190,72.0,77.7,Muscle Gain,Active,56.7
27,Male,159,82.7,60.9,Weight Loss,Active,52.7
28,Male,189,79.8,84.2,Muscle Gain,Sedentary,41.9
69,Male,156,119.8,125.0,General Fitness,Active,20.9
33,Male,160,62.8,37.1,Weight Loss,Sedentary,72.7
35,Female,153,95.0,80.9,General Fitness,Active,51.3
30,Female,180,88.4,83.2,Weight Loss,Sedentary,14.6
56,Female,154,51.5,40.8,Weight Loss,Moderate,36.5
20,Male,176,69.2,64.8,Weight Loss,Moderate,11.7
39,Female,149,67.4,71.9,General Fitness,Moderate,15.3
26,Female,176,85.7,58.6,Weight Loss,Active,56.6
33,Male,186,101.8,97.0,Weight Loss,Active,10.1
48,Female,178,95.3,101.3,General Fitness,Active,25.5
18,Female,146,65.3,74.6,General Fitness,Moderate,24.3
43,Female,150,70.1,56.6,Weight Loss,Moderate,47.2
40,Male,178,56.7,50.3,General Fitness,Active,23.3
20,Female,163,92.2,71.5,Weight Loss,Sedentary,43.3
15,Female,169,73.0,44.2,Weight Loss,Moderate,70.8
17,Female,177,69.5,44.7,Weight Loss,Active,50.8
41,Male,189,94.0,72.8,Weight Loss,Very Active,48.4
49,Male,164,55.5,65.4,Muscle Gain,Moderate,103.7
22,Male,177,111.6,101.4,General Fitness,Sedentary,37.2
26,Male,166,91.1,80.4,Weight Loss,Moderate,31.2
29,Female,168,93.9,98.6,Muscle Gain,Sedentary,38.8
57,Male,156,108.7,80.2,Weight Loss,Active,76.7
64,Female,173,96.0,88.6,Weight Loss,Active,21.0
33,Male,162,96.6,68.3,Weight Loss,Very Active,68.9
53,Female,174,73.8,77.3,Muscle Gain,Sedentary,37.6
34,Male,161,95.4,67.8,Weight Loss,Sedentary,84.7
19,Female,166,92.9,86.5,Weight Loss,Active,15.5
33,Male,185,91.1,103.3,General Fitness,Active,46.1
26,Male,160,96.7,86.3,General Fitness,Sedentary,34.8
44,Male,190,93.0,90.4,General Fitness,Moderate,9.7
31,Male,170,108.4,94.5,Weight Loss,Very Active,35.1
59,Female,146,75.0,70.1,General Fitness,Active,20.9
51,Female,148,82.9,76.9,General Fitness,Very Active,24.3
19,Female,148,66.4,52.0,Weight Loss,Very Active,28.9
63,Male,172,79.1,52.0,Weight Loss,Very Active,69.2
34,Female,180,48.2,42.2,General Fitness,Sedentary,21.3
61,Female,170,78.9,71.6,Weight Loss,Very Active,21.5
49,Male,173,98.9,106.0,Muscle Gain,Sedentary,85.2
60,Female,153,61.9,39.5,Weight Loss,Very Active,71.7
53,Female,151,63.0,50.9,Weight Loss,Very Active,28.0
32,Female,155,65.3,60.6,Weight Loss,Moderate,14.2
54,Male,176,98.9,88.0,Weight Loss,Moderate,34.6
35,Male,195,90.0,65.1,Weight Loss,Sedentary,76.5
32,Female,146,95.1,88.3,Weight Loss,Sedentary,21.8
59,Female,150,69.3,74.0,Muscle Gain,Moderate,45.1
68,Female,153,46.5,41.2,Weight Loss,Moderate,20.4
22,Female,167,82.6,91.9,General Fitness,Moderate,24.2
45,Female,145,66.8,81.6,General Fitness,Moderate,52.8
68,Male,169,93.1,76.6,Weight Loss,Sedentary,68.9
15,Female,156,53.3,46.4,General Fitness,Active,20.2
56,Male,170,68.8,78.5,General Fitness,Moderate,36.6
15,Female,148,80.5,72.5,Weight Loss,Sedentary,19.9
19,Female,177,85.7,91.7,General Fitness,Very Active,16.2
52,Male,194,107.8,104.8,General Fitness,Very Active,11.1
23,Female,159,49.6,59.1,Muscle Gain,Moderate,96.0
15,Female,152,78.8,50.3,Weight Loss,Very Active,57.2
20,Female,173,98.6,84.0,Weight Loss,Sedentary,34.7
36,Female,148,64.0,74.2,General Fitness,Very Active,43.2
65,Male,191,65.4,60.1,Weight Loss,Sedentary,21.7
19,Male,162,80.4,60.5,Weight Loss,Moderate,48.7
55,Female,175,79.8,71.3,Weight Loss,Very Active,23.1
27,Male,186,63.0,50.4,Weight Loss,Moderate,34.8
39,Male,195,88.6,77.9,Weight Loss,Moderate,33.6
17,Female,146,96.6,87.0,Weight Loss,Sedentary,26.4
70,Female,160,83.7,78.7,Weight Loss,Moderate,17.1
36,Female,158,95.6,101.0,Muscle Gain,Sedentary,56.8
57,Male,156,107.9,83.2,Weight Loss,Active,76.3
40,Male,173,67.0,59.8,General Fitness,Very Active,24.5
46,Female,156,99.6,88.1,Weight Loss,Moderate,36.8
46,Female,168,82.0,70.5,Weight Loss,Moderate,35.4
41,Female,161,74.1,82.3,General Fitness,Very Active,27.0
67,Male,191,73.7,60.8,Weight Loss,Active,39.0
41,Male,195,64.0,60.8,Weight Loss,Active,9.5
51,Female,171,63.0,71.5,General Fitness,Moderate,29.2
70,Male,181,104.8,81.5,Weight Loss,Sedentary,86.9
26,Female,159,85.7,96.5,General Fitness,Very Active,38.1
15,Female,156,53.1,59.4,Muscle Gain,Active,52.6
22,Female,178,61.0,40.3,Weight Loss,Active,45.3
29,Female,178,52.4,41.5,Weight Loss,Moderate,29.1
43,Male,164,100.1,72.1,Weight Loss,Moderate,72.7
27,Female,171,79.7,58.6,Weight Loss,Very Active,50.8
22,Female,149,99.4,72.6,Weight Loss,Sedentary,72.2
61,Male,188,74.0,46.2,Weight Loss,Sedentary,100.3
46,Male,195,60.6,56.7,General Fitness,Very Active,16.3
53,Female,163,94.0,80.7,General Fitness,Active,53.0
41,Male,172,91.9,79.2,General Fitness,Active,52.8
54,Male,178,104.6,99.1,Weight Loss,Active,15.3
28,Male,188,102.7,93.6,General Fitness,Sedentary,31.8
18,Female,163,48.4,55.5,Muscle Gain,Sedentary,57.3
47,Female,166,49.2,55.8,Muscle Gain,Very Active,67.5
32,Female,177,80.5,64.6,Weight Loss,Sedentary,43.2
48,Male,175,79.8,64.7,Weight Loss,Very Active,46.0
22,Female,150,76.3,87.3,Muscle Gain,Very Active,99.0
52,Female,178,56.1,62.5,Muscle Gain,Active,64.0
70,Female,147,84.6,58.2,Weight Loss,Very Active,74.6
38,Female,157,59.1,49.1,General Fitness,Moderate,34.1
43,Female,154,75.0,82.2,Muscle Gain,Active,83.0
33,Male,165,80.2,59.4,Weight Loss,Moderate,58.9
50,Female,176,78.3,84.8,Muscle Gain,Very Active,75.0
65,Male,187,77.2,69.9,Weight Loss,Moderate,31.4
63,Female,169,68.6,50.5,Weight Loss,Very Active,45.8
23,Male,188,79.1,68.0,Weight Loss,Active,26.2
66,Male,189,85.4,77.3,Weight Loss,Sedentary,27.3
23,Male,155,96.5,84.8,General Fitness,Very Active,41.5
23,Male,175,63.3,40.5,Weight Loss,Active,48.5
67,Male,164,101.6,91.1,Weight Loss,Sedentary,36.0
69,Female,173,99.2,101.5,General Fitness,Very Active,12.1
21,Male,179,78.7,88.2,General Fitness,Very Active,30.7
27,Female,163,87.8,89.0,General Fitness,Moderate,3.8
23,Male,179,99.3,86.5,Weight Loss,Active,26.0
59,Female,156,52.0,49.8,General Fitness,Moderate,10.1
44,Female,146,64.9,54.2,Weight Loss,Sedentary,30.2
17,Male,161,57.9,44.2,Weight Loss,Active,28.3
16,Male,187,57.1,66.9,Muscle Gain,Sedentary,84.1
69,Male,184,114.1,104.7,General Fitness,Active,41.8
47,Male,187,101.4,110.5,Muscle Gain,Active,101.2
21,Male,173,92.1,84.5,General Fitness,Moderate,25.9
66,Female,154,46.3,52.8,Muscle Gain,Moderate,72.9
67,Female,171,68.3,65.3,General Fitness,Moderate,13.1
57,Male,158,60.6,39.6,Weight Loss,Very Active,51.7
20,Female,146,75.8,63.7,Weight Loss,Active,26.3
22,Male,180,117.0,108.5,Weight Loss,Very Active,15.4
30,Male,175,113.4,100.6,General Fitness,Moderate,44.5
66,Female,145,49.9,48.1,General Fitness,Moderate,9.2
19,Male,190,83.8,81.2,General Fitness,Moderate,7.6
26,Female,178,80.4,94.7,General Fitness,Sedentary,44.8
49,Female,156,79.4,75.0,Weight Loss,Active,12.2
60,Male,169,96.2,81.9,Weight Loss,Active,35.3
40,Male,165,89.7,69.3,Weight Loss,Very Active,47.7
58,Male,195,82.9,78.1,Weight Loss,Moderate,17.5
17,Male,177,99.3,70.7,Weight Loss,Sedentary,72.2
46,Male,167,94.3,74.6,Weight Loss,Very Active,53.6
50,Female,152,86.1,79.3,Weight Loss,Sedentary,23.2
45,Female,171,85.3,79.3,General Fitness,Moderate,23.7
42,Male,185,99.9,104.6,Muscle Gain,Very Active,47.6
61,Female,170,93.4,69.3,Weight Loss,Sedentary,88.5
26,Male,192,65.3,75.5,Muscle Gain,Very Active,90.5
52,Male,192,70.7,79.1,Muscle Gain,Active,93.4
36,Male,194,86.0,70.4,Weight Loss,Active,34.9
35,Female,146,95.8,109.7,General Fitness,Sedentary,51.1
67,Male,163,93.4,107.7,General Fitness,Sedentary,67.7
17,Female,148,93.0,86.9,General Fitness,Very Active,19.7
31,Male,172,93.6,103.5,General Fitness,Moderate,36.1
21,Male,164,77.1,73.7,Weight Loss,Sedentary,8.5
46,Female,162,54.4,42.8,General Fitness,Sedentary,45.7
24,Female,156,53.9,66.8,General Fitness,Active,43.9
39,Male,165,112.6,109.2,Weight Loss,Sedentary,10.4
16,Female,153,89.7,101.7,General Fitness,Moderate,30.9
59,Female,173,65.0,49.3,Weight Loss,Active,44.5
46,Female,150,89.4,65.8,Weight Loss,Active,71.4
56,Female,164,58.9,45.8,Weight Loss,Active,33.9
56,Male,190,116.4,126.2,General Fitness,Active,44.7
40,Female,164,73.5,64.0,Weight Loss,Very Active,21.1
45,Male,178,89.1,90.2,General Fitness,Very Active,4.5
64,Male,194,91.5,70.8,Weight Loss,Very Active,62.6
63,Male,174,75.7,79.7,Muscle Gain,Sedentary,49.1
49,Male,172,81.1,77.8,General Fitness,Moderate,14.2
59,Male,184,84.0,97.8,General Fitness,Sedentary,53.2
32,Male,195,106.3,100.5,General Fitness,Active,21.8
19,Male,181,64.0,72.8,General Fitness,Sedentary,27.8
57,Female,156,97.8,102.4,Muscle Gain,Sedentary,53.3
54,Male,176,67.2,42.7,Weight Loss,Very Active,72.7
30,Male,177,92.4,82.0,Weight Loss,Moderate,29.5
26,Male,184,108.1,113.6,Muscle Gain,Active,46.3
26,Female,167,51.1,52.8,General Fitness,Very Active,5.5
50,Female,167,64.2,52.0,Weight Loss,Moderate,40.8
26,Female,179,91.5,77.3,Weight Loss,Very Active,37.8
31,Male,179,61.2,35.4,Weight Loss,Very Active,60.7
68,Male,185,79.3,72.4,General Fitness,Active,34.1
26,Female,172,46.6,54.0,Muscle Gain,Sedentary,67.5
40,Male,165,55.9,46.2,General Fitness,Very Active,37.8
20,Female,172,58.2,46.1,General Fitness,Moderate,41.3
62,Female,176,96.8,85.4,Weight Loss,Very Active,35.7
61,Male,194,108.4,99.8,General Fitness,Active,40.0
53,Male,170,81.0,68.1,Weight Loss,Active,35.7
65,Male,170,62.0,66.6,General Fitness,Moderate,21.8
33,Male,192,56.6,61.6,General Fitness,Active,19.2
56,Male,174,71.2,44.4,Weight Loss,Moderate,102.7
17,Female,155,81.5,62.7,Weight Loss,Sedentary,44.8
35,Female,146,67.4,46.0,Weight Loss,Sedentary,59.3
53,Male,163,80.3,92.3,General Fitness,Very Active,48.4
62,Male,158,102.5,94.7,General Fitness,Sedentary,32.3
40,Male,191,113.5,89.3,Weight Loss,Moderate,82.6
42,Female,175,51.3,47.6,Weight Loss,Very Active,9.6
46,Male,155,83.7,78.6,General Fitness,Very Active,19.9
31,Female,162,62.5,59.2,Weight Loss,Sedentary,8.4
64,Male,179,103.3,86.2,Weight Loss,Moderate,55.2
28,Female,164,80.1,66.8,General Fitness,Sedentary,46.4
43,Female,170,47.6,37.5,General Fitness,Very Active,31.9
32,Female,171,82.7,67.3,Weight Loss,Moderate,48.3
30,Male,190,98.2,83.1,Weight Loss,Sedentary,54.4
21,Male,170,70.9,57.8,Weight Loss,Active,33.0
25,Male,164,55.2,50.9,General Fitness,Active,14.1
17,Female,180,85.7,64.2,Weight Loss,Moderate,54.9
48,Male,162,102.0,92.1,General Fitness,Very Active,42.2
49,Female,150,80.7,58.8,Weight Loss,Moderate,81.6
53,Male,155,85.3,93.4,General Fitness,Very Active,28.7
26,Female,147,47.4,56.4,Muscle Gain,Very Active,71.3
30,Female,162,75.8,49.3,Weight Loss,Very Active,63.5
21,Male,166,69.1,70.2,General Fitness,Active,3.7
54,Male,171,106.9,95.7,Weight Loss,Sedentary,41.2
53,Female,175,52.8,62.5,Muscle Gain,Very Active,98.4
30,Female,167,67.0,60.4,Weight Loss,Very Active,14.1
49,Female,159,96.7,106.0,Muscle Gain,Very Active,85.2
21,Female,157,74.9,48.9,Weight Loss,Very Active,56.0
67,Female,147,54.1,57.1,General Fitness,Active,14.2
34,Female,170,93.7,86.0,Weight Loss,Active,18.0
15,Female,163,97.3,91.3,Weight Loss,Moderate,14.6
47,Female,159,51.2,37.5,Weight Loss,Active,34.4
31,Female,175,46.5,36.7,Weight Loss,Very Active,20.2
15,Male,156,73.1,79.8,Muscle Gain,Moderate,58.9
64,Male,193,62.4,72.4,General Fitness,Moderate,44.3
53,Male,169,73.2,76.9,Muscle Gain,Active,38.2
62,Female,154,76.8,71.6,Weight Loss,Very Active,14.6
47,Female,155,60.4,54.0,Weight Loss,Moderate,17.1
49,Male,162,84.0,65.2,Weight Loss,Sedentary,62.5
69,Female,175,63.4,70.7,General Fitness,Sedentary,36.7
22,Male,162,73.1,47.1,Weight Loss,Very Active,53.2
19,Male,186,68.7,44.1,Weight Loss,Very Active,56.7
21,Female,171,56.0,60.6,Muscle Gain,Moderate,39.4
48,Male,192,97.1,70.1,Weight Loss,Moderate,88.6
59,Male,158,62.4,68.9,Muscle Gain,Moderate,88.2
29,Male,167,82.4,76.1,Weight Loss,Very Active,14.3
54,Male,188,76.4,57.8,Weight Loss,Very Active,51.7
47,Female,159,63.8,74.0,Muscle Gain,Active,102.8
24,Male,185,110.3,95.3,General Fitness,Sedentary,52.9
64,Male,176,61.9,37.1,Weight Loss,Active,72.9
35,Male,190,112.2,114.1,General Fitness,Moderate,6.8
21,Female,156,83.9,93.8,Muscle Gain,Moderate,81.0
29,Male,191,93.9,81.2,Weight Loss,Very Active,31.8
35,Male,169,61.1,47.6,Weight Loss,Active,33.8
15,Male,185,93.9,102.2,General Fitness,Moderate,24.3
59,Male,174,78.6,90.6,General Fitness,Very Active,55.0
61,Male,157,91.6,80.1,General Fitness,Active,47.4
47,Male,159,59.3,65.8,Muscle Gain,Very Active,65.8
43,Female,146,71.3,64.6,Weight Loss,Very Active,14.5
60,Female,163,98.6,87.7,General Fitness,Moderate,48.3
56,Female,155,85.4,56.9,Weight Loss,Moderate,83.5
66,Male,158,81.8,68.0,General Fitness,Moderate,55.1
34,Male,155,61.1,73.4,Muscle Gain,Active,100.8
43,Female,171,64.3,37.1,Weight Loss,Active,67.6
57,Male,159,118.7,104.5,Weight Loss,Very Active,38.2
21,Female,164,72.2,64.0,Weight Loss,Active,16.0
17,Male,175,75.2,55.0,Weight Loss,Very Active,37.7
16,Female,157,62.5,50.9,Weight Loss,Sedentary,28.3
17,Female,156,58.3,45.0,Weight Loss,Moderate,35.1
20,Male,191,71.3,45.8,Weight Loss,Very Active,54.6
68,Male,194,106.5,118.5,General Fitness,Sedentary,59.4
28,Male,185,79.1,50.7,Weight Loss,Active,65.3
33,Female,160,85.0,91.0,Muscle Gain,Moderate,58.6
36,Male,156,84.2,80.3,General Fitness,Active,13.8
53,Female,162,93.4,65.5,Weight Loss,Active,74.1
66,Male,193,111.8,97.4,Weight Loss,Very Active,42.8
53,Female,151,91.2,75.5,Weight Loss,Active,38.9
44,Female,152,89.1,72.0,Weight Loss,Active,39.8
32,Male,163,90.8,62.2,Weight Loss,Active,59.1
52,Female,179,78.6,86.0,Muscle Gain,Very Active,74.5
20,Female,161,79.2,65.5,General Fitness,Sedentary,40.7
65,Male,183,61.7,48.1,Weight Loss,Active,41.1
39,Female,176,81.4,71.4,Weight Loss,Sedentary,25.8
59,Male,168,118.0,105.1,Weight Loss,Active,38.0
16,Female,162,62.8,76.5,General Fitness,Active,45.1
46,Female,166,62.1,67.4,Muscle Gain,Moderate,52.2
19,Female,175,90.7,73.2,Weight Loss,Very Active,37.9
49,Female,165,92.9,62.9,Weight Loss,Moderate,99.1
63,Female,169,93.1,87.9,General Fitness,Moderate,20.3
51,Female,160,86.7,72.7,Weight Loss,Active,31.9
27,Male,175,88.3,84.2,General Fitness,Very Active,13.5
43,Male,190,92.6,73.4,Weight Loss,Moderate,59.8
15,Male,173,96.8,104.9,General Fitness,Moderate,24.0
44,Male,177,89.1,77.5,General Fitness,Very Active,40.3
41,Male,164,58.4,64.7,Muscle Gain,Active,63.1
34,Female,163,56.6,37.5,Weight Loss,Active,46.0
62,Female,160,57.8,49.3,General Fitness,Very Active,36.6
43,Male,181,60.8,38.5,Weight Loss,Active,56.9
68,Male,162,112.6,120.7,Muscle Gain,Moderate,94.4
43,Female,179,62.2,58.1,Weight Loss,Very Active,9.3
56,Female,160,96.8,109.6,General Fitness,Active,58.3
69,Male,167,84.0,91.4,General Fitness,Active,34.6
39,Male,184,82.3,66.5,Weight Loss,Very Active,38.0
16,Male,185,82.4,91.4,Muscle Gain,Moderate,73.3
37,Female,157,61.4,63.5,General Fitness,Very Active,8.3
18,Male,194,93.2,81.2,General Fitness,Moderate,33.5
65,Female,171,65.5,59.5,General Fitness,Sedentary,24.4
61,Male,171,77.3,85.7,General Fitness,Active,34.9
44,Male,156,110.6,92.2,Weight Loss,Active,43.0
62,Male,170,108.0,89.2,Weight Loss,Sedentary,65.3
50,Female,151,82.6,71.0,Weight Loss,Sedentary,36.1
65,Male,172,81.1,83.2,General Fitness,Very Active,10.0
32,Female,174,85.3,92.1,General Fitness,Sedentary,27.0
62,Male,178,101.3,107.5,General Fitness,Sedentary,28.6
32,Female,155,83.6,61.9,Weight Loss,Sedentary,68.5
51,Male,166,87.3,73.6,General Fitness,Moderate,53.1
31,Male,184,102.7,94.7,General Fitness,Sedentary,26.8
70,Female,164,90.5,93.5,Muscle Gain,Active,38.9
56,Male,169,109.5,124.4,General Fitness,Very Active,68.4
45,Female,164,50.3,54.8,Muscle Gain,Very Active,43.6
47,Male,167,55.6,64.6,Muscle Gain,Sedentary,94.2
41,Female,165,74.4,69.3,Weight Loss,Active,12.5
55,Male,165,100.1,107.9,General Fitness,Active,28.6
66,Female,178,61.7,48.3,General Fitness,Sedentary,62.1
36,Male,178,107.5,94.7,General Fitness,Very Active,43.7
63,Female,156,56.8,63.3,Muscle Gain,Active,76.5
34,Male,189,104.5,95.5,General Fitness,Moderate,31.0
67,Male,171,111.3,103.2,Weight Loss,Sedentary,27.9
34,Male,165,61.7,71.2,General Fitness,Moderate,33.9
63,Female,148,91.2,79.9,General Fitness,Moderate,48.3
24,Male,185,113.8,102.8,Weight Loss,Active,23.3
20,Male,167,71.2,79.8,Muscle Gain,Very Active,71.3
66,Male,174,74.3,59.2,Weight Loss,Sedentary,62.4
18,Male,194,120.0,131.4,General Fitness,Sedentary,36.3
35,Female,174,67.4,80.2,General Fitness,Active,49.8
35,Male,174,62.8,54.0,General Fitness,Active,28.2
54,Male,193,72.3,65.2,Weight Loss,Very Active,19.5
23,Male,162,81.3,78.3,General Fitness,Active,8.7
55,Male,186,78.1,68.2,General Fitness,Sedentary,38.5
24,Female,146,74.1,83.9,General Fitness,Very Active,35.5
15,Male,177,92.0,94.9,General Fitness,Sedentary,9.6
50,Female,174,47.7,39.3,Weight Loss,Moderate,28.3
56,Male,184,114.3,104.1,Weight Loss,Sedentary,30.7
62,Female,153,59.0,62.7,General Fitness,Very Active,15.7
20,Male,173,76.8,49.5,Weight Loss,Active,59.0
17,Female,163,75.4,67.7,Weight Loss,Very Active,13.5
42,Female,170,98.0,88.0,Weight Loss,Active,26.1
36,Male,195,109.7,95.1,Weight Loss,Very Active,28.8
48,Male,187,115.2,100.2,Weight Loss,Very Active,38.6
23,Male,192,56.5,61.0,Muscle Gain,Moderate,43.3
50,Male,179,55.6,60.5,General Fitness,Moderate,20.7
61,Female,160,75.8,90.1,General Fitness,Active,64.3
31,Female,174,89.5,66.8,Weight Loss,Sedentary,61.2
43,Female,153,75.8,56.9,Weight Loss,Active,40.3
45,Male,168,96.6,109.1,General Fitness,Very Active,46.8
46,Male,155,107.5,97.6,Weight Loss,Very Active,27.5
68,Female,166,65.9,55.6,General Fitness,Very Active,51.3
70,Female,155,73.9,70.6,General Fitness,Moderate,15.8
24,Male,170,79.3,80.9,General Fitness,Moderate,5.5
58,Female,172,71.7,78.4,General Fitness,Active,29.1
32,Male,175,107.1,111.2,General Fitness,Very Active,13.8
68,Female,175,63.4,65.5,General Fitness,Active,9.3
35,Male,177,99.4,77.3,Weight Loss,Very Active,59.5
32,Male,189,101.1,86.6,General Fitness,Very Active,47.2
48,Male,179,99.5,84.7,General Fitness,Active,66.0
64,Female,172,62.1,56.1,Weight Loss,Active,15.4
30,Female,145,95.2,99.0,Muscle Gain,Very Active,37.9
18,Male,162,80.7,87.0,Muscle Gain,Moderate,51.3
51,Male,185,97.4,90.2,Weight Loss,Active,17.0
48,Female,162,86.8,62.4,Weight Loss,Moderate,80.8
45,Male,179,81.7,85.5,Muscle Gain,Moderate,43.7
20,Female,177,98.4,106.1,Muscle Gain,Sedentary,63.2
40,Female,147,78.8,64.0,Weight Loss,Moderate,45.2
55,Female,153,72.3,74.0,General Fitness,Very Active,7.0
41,Male,183,103.0,89.0,General Fitness,Active,56.6
25,Female,150,93.4,107.7,General Fitness,Sedentary,47.4
70,Male,156,98.8,106.2,General Fitness,Moderate,38.5
39,Male,166,82.1,73.2,Weight Loss,Moderate,27.7
68,Male,185,109.0,113.4,Muscle Gain,Sedentary,47.2
44,Male,185,79.4,81.4,General Fitness,Sedentary,7.5
53,Female,155,63.6,42.5,Weight Loss,Active,55.3
29,Male,182,89.9,79.7,General Fitness,Active,35.6
24,Female,145,90.7,98.2,Muscle Gain,Moderate,71.9
59,Male,170,74.4,79.3,Muscle Gain,Very Active,64.1
56,Male,171,85.1,58.9,Weight Loss,Active,76.3
30,Female,149,90.0,100.2,General Fitness,Active,35.5
38,Male,184,117.5,105.4,Weight Loss,Active,30.3
36,Female,162,80.6,57.9,Weight Loss,Moderate,74.7
24,Female,160,92.3,74.8,Weight Loss,Active,37.1
56,Female,171,67.1,72.7,Muscle Gain,Sedentary,66.0
64,Female,157,67.6,71.9,General Fitness,Sedentary,20.7
16,Female,174,50.6,36.8,Weight Loss,Active,26.8
31,Female,176,81.8,74.0,General Fitness,Sedentary,22.0
60,Female,165,76.5,46.6,Weight Loss,Active,81.4
21,Male,156,60.1,54.2,General Fitness,Very Active,19.9
62,Male,157,116.1,100.7,Weight Loss,Very Active,45.4
46,Female,179,68.8,78.2,General Fitness,Sedentary,35.8
40,Female,154,51.0,38.8,General Fitness,Sedentary,40.9
58,Female,160,64.4,70.8,Muscle Gain,Very Active,77.2
29,Female,167,90.1,66.8,Weight Loss,Moderate,69.1
27,Male,158,94.2,66.6,Weight Loss,Active,58.8
55,Female,164,98.7,89.6,Weight Loss,Very Active,23.6
35,Female,175,84.2,95.4,General Fitness,Moderate,40.0
44,Male,169,107.3,119.1,General Fitness,Sedentary,44.4
39,Female,146,73.3,87.9,General Fitness,Moderate,59.0
30,Male,185,107.6,93.4,General Fitness,Very Active,50.0
42,Male,192,61.7,49.4,General Fitness,Very Active,43.8
31,Male,195,97.7,86.0,Weight Loss,Sedentary,38.8
40,Male,175,84.3,91.8,Muscle Gain,Active,81.7
28,Female,180,90.4,70.0,Weight Loss,Sedentary,58.9
43,Male,182,88.3,100.2,General Fitness,Moderate,38.5
27,Female,160,62.8,48.2,General Fitness,Moderate,57.4
25,Male,189,68.5,55.0,Weight Loss,Very Active,32.8
64,Male,180,114.8,99.1,Weight Loss,Very Active,43.9
41,Female,175,69.0,39.8,Weight Loss,Sedentary,82.6
55,Female,171,55.2,52.9,General Fitness,Sedentary,9.6
50,Male,158,97.7,102.5,Muscle Gain,Very Active,54.3
17,Female,159,93.7,104.1,General Fitness,Moderate,32.9
65,Female,170,59.1,66.1,General Fitness,Active,32.0
40,Male,157,76.0,62.3,General Fitness,Sedentary,57.1
29,Female,164,52.2,39.8,General Fitness,Sedentary,39.1
22,Female,180,48.8,35.7,General Fitness,Sedentary,47.3
52,Male,180,85.2,88.4,Muscle Gain,Moderate,40.4
36,Female,160,48.7,39.0,Weight Loss,Sedentary,36.3
64,Female,166,97.4,90.8,General Fitness,Moderate,26.3
42,Male,191,102.8,79.4,Weight Loss,Sedentary,74.5
49,Male,169,104.1,78.8,Weight Loss,Active,69.3
15,Male,181,78.5,82.9,General Fitness,Sedentary,12.9
36,Male,171,79.5,86.2,Muscle Gain,Active,77.1
27,Male,160,92.1,79.2,Weight Loss,Moderate,33.8
